rank,subject,subject_label,object,object_label,resnik,cosine
102,HP:0030447,Merkel cell skin cancer,HP:0025436,Elevated serum 11-deoxycortisol,6.060935806874535,0.12362098899953501
103,HP:0030442,Anal margin squamous cell carcinoma,HP:4000100,Positive lactose hydrogen breath test,6.503688684365201,0.12390049707093198
104,HP:4000100,Positive lactose hydrogen breath test,HP:0030442,Anal margin squamous cell carcinoma,6.503688684365201,0.12390049707093198
105,HP:0020159,Reduced response to gonadotropin-releasing hormone stimulation test,HP:0030447,Merkel cell skin cancer,6.060935806874535,0.12424846261859468
106,HP:0030447,Merkel cell skin cancer,HP:0020159,Reduced response to gonadotropin-releasing hormone stimulation test,6.060935806874535,0.12424846261859468
107,HP:0032582,Renal interstitial foam cells,HP:0031014,Arteria lusoria,6.8276911074904225,0.12426429119114216
108,HP:0031014,Arteria lusoria,HP:0032582,Renal interstitial foam cells,6.8276911074904225,0.12426429119114216
109,HP:0410222,Increased anti-seafood IgE antibody level,HP:0031927,Flexner-Wintersteiner rosette,6.6751691523095555,0.12453456123787485
110,HP:0031927,Flexner-Wintersteiner rosette,HP:0410222,Increased anti-seafood IgE antibody level,6.6751691523095555,0.12453456123787485
111,HP:0001716,Wolff-Parkinson-White syndrome,HP:0002249,Melena,6.239273048133048,0.12481567530957913
112,HP:0002249,Melena,HP:0001716,Wolff-Parkinson-White syndrome,6.239273048133048,0.12481567530957913
113,HP:0004904,Maturity-onset diabetes of the young,HP:0032066,Decreased serum bicarbonate concentration,7.462816402949674,0.12494175054346193
114,HP:0032066,Decreased serum bicarbonate concentration,HP:0004904,Maturity-onset diabetes of the young,7.462816402949674,0.12494175054346193
115,HP:0032990,Localized pulmonary hemorrhage,HP:0033569,Extreme axis deviation,6.239273048133048,0.12505412329352508
116,HP:0033569,Extreme axis deviation,HP:0032990,Localized pulmonary hemorrhage,6.239273048133048,0.12505412329352508
117,HP:0025241,Flame-shaped retinal hemorrhage,HP:0033532,Decreased cardiac output,8.83810772343576,0.12506259774627781
118,HP:0033532,Decreased cardiac output,HP:0025241,Flame-shaped retinal hemorrhage,8.83810772343576,0.12506259774627781
119,HP:0032505,Hydrophobia,HP:0040276,Adenocarcinoma of the colon,6.503688684365201,0.125260486412489
120,HP:0040276,Adenocarcinoma of the colon,HP:0032505,Hydrophobia,6.503688684365201,0.125260486412489
121,HP:0006722,Small intestine carcinoid,HP:0032505,Hydrophobia,6.503688684365201,0.12528383911456364
122,HP:0032505,Hydrophobia,HP:0006722,Small intestine carcinoid,6.503688684365201,0.12528383911456364
123,HP:0031063,Impaired feeding ability,HP:0032102,Wilson sign,7.85916933896359,0.12608506757770035
124,HP:0032102,Wilson sign,HP:0031063,Impaired feeding ability,7.85916933896359,0.12608506757770035
125,HP:0002627,Right aortic arch with mirror image branching,HP:0032582,Renal interstitial foam cells,6.8276911074904225,0.1262020709979179
126,HP:0032582,Renal interstitial foam cells,HP:0002627,Right aortic arch with mirror image branching,6.8276911074904225,0.1262020709979179
127,HP:0033566,Abnormal ventricular axis,HP:0100309,Subdural hemorrhage,6.239273048133048,0.1265500268601477
128,HP:0100309,Subdural hemorrhage,HP:0033566,Abnormal ventricular axis,6.239273048133048,0.1265500268601477
129,HP:0025419,Pulmonary pneumatocele,HP:0200107,Shortened inner dynein arms,6.076267460630525,0.12655235184501837
130,HP:0200107,Shortened inner dynein arms,HP:0025419,Pulmonary pneumatocele,6.076267460630525,0.12655235184501837
131,HP:0032102,Wilson sign,HP:0032142,Fetor hepaticus,7.85916933896359,0.1265747240919331
132,HP:0032142,Fetor hepaticus,HP:0032102,Wilson sign,7.85916933896359,0.1265747240919331
133,HP:0008213,Gonadotropin deficiency,HP:0030447,Merkel cell skin cancer,6.060935806874535,0.12683458757325328
134,HP:0030447,Merkel cell skin cancer,HP:0008213,Gonadotropin deficiency,6.060935806874535,0.12683458757325328
135,HP:0012272,J wave,HP:0002249,Melena,6.239273048133048,0.12697002150716236
136,HP:0002249,Melena,HP:0012272,J wave,6.239273048133048,0.12697002150716236
137,HP:0033568,Left axis deviation,HP:0002249,Melena,6.239273048133048,0.12730440525124048
138,HP:0002249,Melena,HP:0033568,Left axis deviation,6.239273048133048,0.12730440525124048
139,HP:0002249,Melena,HP:0031660,Loud first heart sound,6.239273048133048,0.12738020542143172
140,HP:0031660,Loud first heart sound,HP:0002249,Melena,6.239273048133048,0.12738020542143172
141,HP:0031927,Flexner-Wintersteiner rosette,HP:0011020,Abnormality of mucopolysaccharide metabolism,6.6751691523095555,0.12748782812368908
142,HP:0011020,Abnormality of mucopolysaccharide metabolism,HP:0031927,Flexner-Wintersteiner rosette,6.6751691523095555,0.12748782812368908
143,HP:0006719,Benign gastrointestinal tract tumors,HP:0032505,Hydrophobia,6.503688684365201,0.12787681438095594
144,HP:0032505,Hydrophobia,HP:0006719,Benign gastrointestinal tract tumors,6.503688684365201,0.12787681438095594
145,HP:0032505,Hydrophobia,HP:0100822,Rectocele,6.503688684365201,0.12803910600563215
146,HP:0100822,Rectocele,HP:0032505,Hydrophobia,6.503688684365201,0.12803910600563215
147,HP:0030447,Merkel cell skin cancer,HP:0033080,Abnormal TSH response to thyrotrophin-releasing hormone stimulation test,6.060935806874535,0.1284141117621736
148,HP:0033080,Abnormal TSH response to thyrotrophin-releasing hormone stimulation test,HP:0030447,Merkel cell skin cancer,6.060935806874535,0.1284141117621736
149,HP:0033566,Abnormal ventricular axis,HP:0025242,Dot-and-blot retinal hemorrhage,6.239273048133048,0.1286215278040062
150,HP:0025242,Dot-and-blot retinal hemorrhage,HP:0033566,Abnormal ventricular axis,6.239273048133048,0.1286215278040062
151,HP:0410220,Increased anti-dairy protein IgE antibody level,HP:0031927,Flexner-Wintersteiner rosette,6.6751691523095555,0.12862455627541433
152,HP:0031927,Flexner-Wintersteiner rosette,HP:0410220,Increased anti-dairy protein IgE antibody level,6.6751691523095555,0.12862455627541433
153,HP:4000100,Positive lactose hydrogen breath test,HP:0030153,Cholangiocarcinoma,6.503688684365201,0.1286858039813232
154,HP:0030153,Cholangiocarcinoma,HP:4000100,Positive lactose hydrogen breath test,6.503688684365201,0.1286858039813232
155,HP:0006380,Knee flexion contracture,HP:0000694,Odontodysplasia,7.063989130852089,0.12871557532575317
156,HP:0000694,Odontodysplasia,HP:0006380,Knee flexion contracture,7.063989130852089,0.12871557532575317
157,HP:0004904,Maturity-onset diabetes of the young,HP:0011919,Pleural empyema,7.462816402949674,0.1288917650812071
158,HP:0011919,Pleural empyema,HP:0004904,Maturity-onset diabetes of the young,7.462816402949674,0.1288917650812071
159,HP:0030447,Merkel cell skin cancer,HP:0003492,High urinary gonadotropin level,6.060935806874535,0.12907457389918114
160,HP:0003492,High urinary gonadotropin level,HP:0030447,Merkel cell skin cancer,6.060935806874535,0.12907457389918114
161,HP:0032582,Renal interstitial foam cells,HP:0031348,Dextrotransposition of the great arteries,6.20853992059344,0.12941154039829778
162,HP:0031348,Dextrotransposition of the great arteries,HP:0032582,Renal interstitial foam cells,6.20853992059344,0.12941154039829778
163,HP:0012272,J wave,HP:0032990,Localized pulmonary hemorrhage,6.239273048133048,0.12978679618281955
164,HP:0032990,Localized pulmonary hemorrhage,HP:0012272,J wave,6.239273048133048,0.12978679618281955
165,HP:0031349,Levotransposition of the great arteries,HP:0032582,Renal interstitial foam cells,6.20853992059344,0.13006359768557238
166,HP:0032582,Renal interstitial foam cells,HP:0031349,Levotransposition of the great arteries,6.20853992059344,0.13006359768557238
167,HP:0002249,Melena,HP:0031672,Reverse typical atrial flutter,6.239273048133048,0.13024819840093632
168,HP:0031672,Reverse typical atrial flutter,HP:0002249,Melena,6.239273048133048,0.13024819840093632
169,HP:0002573,Hematochezia,HP:0025075,Increased QRS voltage,6.239273048133048,0.13038623252027745
170,HP:0025075,Increased QRS voltage,HP:0002573,Hematochezia,6.239273048133048,0.13038623252027745
171,HP:0012685,Decreased pineal volume,HP:0004904,Maturity-onset diabetes of the young,6.060935806874535,0.1304481818952949
172,HP:0004904,Maturity-onset diabetes of the young,HP:0012685,Decreased pineal volume,6.060935806874535,0.1304481818952949
173,HP:0010606,Hordeolum,HP:0001073,Cigarette-paper scars,7.454779083884255,0.13063771166544216
174,HP:0001073,Cigarette-paper scars,HP:0010606,Hordeolum,7.454779083884255,0.13063771166544216
175,HP:0033113,Gallop rhythm,HP:0033403,Testicular ischemia,6.239273048133048,0.1307775899840091
176,HP:0033403,Testicular ischemia,HP:0033113,Gallop rhythm,6.239273048133048,0.1307775899840091
177,HP:0012479,Temporomandibular joint crepitus,HP:0011451,Primary microcephaly,6.713012503454228,0.13107423549348385
178,HP:0011451,Primary microcephaly,HP:0012479,Temporomandibular joint crepitus,6.713012503454228,0.13107423549348385
179,HP:0033569,Extreme axis deviation,HP:0040223,Pulmonary hemorrhage,6.239273048133048,0.13129228661972714
180,HP:0040223,Pulmonary hemorrhage,HP:0033569,Extreme axis deviation,6.239273048133048,0.13129228661972714
181,HP:0004799,Jejunoileal diverticula,HP:0032505,Hydrophobia,6.503688684365201,0.13147741254923695
182,HP:0032505,Hydrophobia,HP:0004799,Jejunoileal diverticula,6.503688684365201,0.13147741254923695
183,HP:0200108,Shortened outer dynein arms,HP:0025419,Pulmonary pneumatocele,6.076267460630525,0.1315190907499366
184,HP:0025419,Pulmonary pneumatocele,HP:0200108,Shortened outer dynein arms,6.076267460630525,0.1315190907499366
185,HP:0025179,Ground-glass opacification,HP:0200107,Shortened inner dynein arms,6.076267460630525,0.13153769817468847
186,HP:0200107,Shortened inner dynein arms,HP:0025179,Ground-glass opacification,6.076267460630525,0.13153769817468847
187,HP:0032505,Hydrophobia,HP:0032186,Anal neoplasm,6.503688684365201,0.13165353790241877
188,HP:0032186,Anal neoplasm,HP:0032505,Hydrophobia,6.503688684365201,0.13165353790241877
189,HP:0003640,CNS foam cells,HP:0004961,Pulmonary artery sling,6.20853992059344,0.13187147736925625
190,HP:0004961,Pulmonary artery sling,HP:0003640,CNS foam cells,6.20853992059344,0.13187147736925625
191,HP:0031101,Abnormal circulating antimullerian hormone concentration,HP:0008205,Insulin-dependent but ketosis-resistant diabetes,6.060935806874535,0.1318769286702363
192,HP:0008205,Insulin-dependent but ketosis-resistant diabetes,HP:0031101,Abnormal circulating antimullerian hormone concentration,6.060935806874535,0.1318769286702363
193,HP:0033552,Chronic villitis,HP:0010859,Frank breech presentation,7.0158948426510435,0.13220032436860826
194,HP:0010859,Frank breech presentation,HP:0033552,Chronic villitis,7.0158948426510435,0.13220032436860826
195,HP:0033532,Decreased cardiac output,HP:0002249,Melena,8.83810772343576,0.13229817118789114
196,HP:0002249,Melena,HP:0033532,Decreased cardiac output,8.83810772343576,0.13229817118789114
197,HP:0032308,Increased circulating procalcitonin concentration,HP:0004904,Maturity-onset diabetes of the young,6.060935806874535,0.13230033041207653
198,HP:0004904,Maturity-onset diabetes of the young,HP:0032308,Increased circulating procalcitonin concentration,6.060935806874535,0.13230033041207653
199,HP:0032505,Hydrophobia,HP:0004394,Multiple gastric polyps,6.503688684365201,0.1323991124629245
200,HP:0004394,Multiple gastric polyps,HP:0032505,Hydrophobia,6.503688684365201,0.1323991124629245
201,HP:0030767,Epignathus,HP:0040306,Decreased male libido,6.007052965899237,0.13240067255407506
202,HP:0040306,Decreased male libido,HP:0030767,Epignathus,6.007052965899237,0.13240067255407506
203,HP:0002637,Cerebral ischemia,HP:0033113,Gallop rhythm,6.239273048133048,0.13247230431006363
204,HP:0033113,Gallop rhythm,HP:0002637,Cerebral ischemia,6.239273048133048,0.13247230431006363
205,HP:0002249,Melena,HP:0011696,Supraventricular tachycardia with a manifest accessory pathway on the left free wall,6.239273048133048,0.13257872973274965
206,HP:0011696,Supraventricular tachycardia with a manifest accessory pathway on the left free wall,HP:0002249,Melena,6.239273048133048,0.13257872973274965
207,HP:0006677,Prolonged QRS complex,HP:0040223,Pulmonary hemorrhage,6.239273048133048,0.13291323766128615
208,HP:0040223,Pulmonary hemorrhage,HP:0006677,Prolonged QRS complex,6.239273048133048,0.13291323766128615
209,HP:0030447,Merkel cell skin cancer,HP:0000824,Decreased response to growth hormone stimulation test,6.060935806874535,0.1331526571352511
210,HP:0000824,Decreased response to growth hormone stimulation test,HP:0030447,Merkel cell skin cancer,6.060935806874535,0.1331526571352511
211,HP:0010517,Ectopic thymus tissue,HP:0009806,Nephrogenic diabetes insipidus,6.060935806874535,0.13324796942458314
212,HP:0009806,Nephrogenic diabetes insipidus,HP:0010517,Ectopic thymus tissue,6.060935806874535,0.13324796942458314
213,HP:0005223,Duplicated colon,HP:0032505,Hydrophobia,6.503688684365201,0.13335607733117505
214,HP:0032505,Hydrophobia,HP:0005223,Duplicated colon,6.503688684365201,0.13335607733117505
215,HP:0004904,Maturity-onset diabetes of the young,HP:0000848,Increased circulating renin concentration,6.060935806874535,0.1335041530427421
216,HP:0000848,Increased circulating renin concentration,HP:0004904,Maturity-onset diabetes of the young,6.060935806874535,0.1335041530427421
217,HP:0025075,Increased QRS voltage,HP:0032990,Localized pulmonary hemorrhage,6.239273048133048,0.13374710161093434
218,HP:0032990,Localized pulmonary hemorrhage,HP:0025075,Increased QRS voltage,6.239273048133048,0.13374710161093434
219,HP:0009806,Nephrogenic diabetes insipidus,HP:0000777,Abnormal thymus morphology,6.060935806874535,0.13389350012210588
220,HP:0000777,Abnormal thymus morphology,HP:0009806,Nephrogenic diabetes insipidus,6.060935806874535,0.13389350012210588
221,HP:0012686,Increased pineal volume,HP:0004904,Maturity-onset diabetes of the young,6.060935806874535,0.13407272041488108
222,HP:0004904,Maturity-onset diabetes of the young,HP:0012686,Increased pineal volume,6.060935806874535,0.13407272041488108
223,HP:0033673,Positive Phalen test,HP:0011286,Total colonic aganglionosis,8.924264367185476,0.13442749444874033
224,HP:0011286,Total colonic aganglionosis,HP:0033673,Positive Phalen test,8.924264367185476,0.13442749444874033
225,HP:0002249,Melena,HP:0034314,Abnormal left ventricular ejection fraction,6.239273048133048,0.13451921935764583
226,HP:0034314,Abnormal left ventricular ejection fraction,HP:0002249,Melena,6.239273048133048,0.13451921935764583
227,HP:0010549,Weakness due to upper motor neuron dysfunction,HP:5200072,Immediate Echolalia,7.399737720326294,0.1345237007487738
228,HP:5200072,Immediate Echolalia,HP:0010549,Weakness due to upper motor neuron dysfunction,7.399737720326294,0.1345237007487738
229,HP:0008283,Fasting hyperinsulinemia,HP:0010517,Ectopic thymus tissue,6.060935806874535,0.1345250624716568
230,HP:0010517,Ectopic thymus tissue,HP:0008283,Fasting hyperinsulinemia,6.060935806874535,0.1345250624716568
231,HP:0032505,Hydrophobia,HP:0030440,Anal margin neoplasm,6.503688684365201,0.1345415847012961
232,HP:0030440,Anal margin neoplasm,HP:0032505,Hydrophobia,6.503688684365201,0.1345415847012961
233,HP:0040223,Pulmonary hemorrhage,HP:0034304,Epsilon wave,6.239273048133048,0.1347795875953132
234,HP:0034304,Epsilon wave,HP:0040223,Pulmonary hemorrhage,6.239273048133048,0.1347795875953132
235,HP:0034029,Hepatic foam cells,HP:0020038,Vertebrobasilar dolichoectasia,6.8276911074904225,0.13478814508599196
236,HP:0020038,Vertebrobasilar dolichoectasia,HP:0034029,Hepatic foam cells,6.8276911074904225,0.13478814508599196
237,HP:0003460,Decreased circulating total IgA,HP:0033686,Mitochondrial hypertrophy,6.94663218021393,0.13488599052667444
238,HP:0033686,Mitochondrial hypertrophy,HP:0003460,Decreased circulating total IgA,6.94663218021393,0.13488599052667444
239,HP:0025070,Abnormal U wave,HP:0032990,Localized pulmonary hemorrhage,6.239273048133048,0.1349518346114806
240,HP:0032990,Localized pulmonary hemorrhage,HP:0025070,Abnormal U wave,6.239273048133048,0.1349518346114806
241,HP:0002249,Melena,HP:0011697,Supraventricular tachycardia with a manifest accessory pathway on the right free wall,6.239273048133048,0.13496714253642222
242,HP:0011697,Supraventricular tachycardia with a manifest accessory pathway on the right free wall,HP:0002249,Melena,6.239273048133048,0.13496714253642222
243,HP:0020142,Blood pressure substantially higher in arms than legs,HP:0031676,Monomorphic ventricular tachycardia,6.239273048133048,0.13501443439596983
244,HP:0031676,Monomorphic ventricular tachycardia,HP:0020142,Blood pressure substantially higher in arms than legs,6.239273048133048,0.13501443439596983
245,HP:0030447,Merkel cell skin cancer,HP:0033527,Decreased gonadotropin-stimulated testosterone-to-androstenedione ratio,6.060935806874535,0.13523569675391747
246,HP:0033527,Decreased gonadotropin-stimulated testosterone-to-androstenedione ratio,HP:0030447,Merkel cell skin cancer,6.060935806874535,0.13523569675391747
