rank,subject,subject_label,object,object_label,resnik,cosine
69,HP:0011396,Abnormality of the cochlear nerve,HP:0009591,Abnorma vestibulocochlear nerve morphology,0.7802336900383903,0.8808724818803694
70,HP:0009591,Abnorma vestibulocochlear nerve morphology,HP:0011396,Abnormality of the cochlear nerve,0.7802336900383903,0.8808724818803694
71,HP:0000338,Hypomimic face,HP:4000075,Reduced frequency of facial expressions,0.7802336900383903,0.8808509950509776
72,HP:4000075,Reduced frequency of facial expressions,HP:0000338,Hypomimic face,0.7802336900383903,0.8808509950509776
73,HP:0010310,Chylothorax,HP:0025677,Fetal chylothorax,0.7802336900383903,0.8802522163528961
74,HP:0025677,Fetal chylothorax,HP:0010310,Chylothorax,0.7802336900383903,0.8802522163528961
75,HP:0025596,Abnormal inferior oblique muscle physiology,HP:3000058,Abnormality of inferior rectus extraocular muscle,0.7802336900383903,0.8799473040908353
76,HP:3000058,Abnormality of inferior rectus extraocular muscle,HP:0025596,Abnormal inferior oblique muscle physiology,0.7802336900383903,0.8799473040908353
77,HP:0005765,Sacral meningocele,HP:0002435,Meningocele,0.7802336900383903,0.8790818296480188
78,HP:0002435,Meningocele,HP:0005765,Sacral meningocele,0.7802336900383903,0.8790818296480188
79,HP:0003204,Intracellular accumulation of autofluorescent lipopigment storage material,HP:0003463,Increased extraneuronal autofluorescent lipopigment,0.7802336900383903,0.8777766598749727
80,HP:0003463,Increased extraneuronal autofluorescent lipopigment,HP:0003204,Intracellular accumulation of autofluorescent lipopigment storage material,0.7802336900383903,0.8777766598749727
81,HP:0025104,Capillary malformation,HP:0031487,Capillary malformation of the lip,0.7802336900383903,0.8763606329970867
82,HP:0031487,Capillary malformation of the lip,HP:0025104,Capillary malformation,0.7802336900383903,0.8763606329970867
83,HP:0005369,Decreased circulating complement factor H concentration,HP:0033299,Reduced circulating complement factor H related protein 1 concentration,0.7802336900383903,0.8761207249015152
84,HP:0033299,Reduced circulating complement factor H related protein 1 concentration,HP:0005369,Decreased circulating complement factor H concentration,0.7802336900383903,0.8761207249015152
85,HP:0030025,Auricular pit,HP:0100277,Periauricular skin pits,0.7802336900383903,0.8719556870044525
86,HP:0100277,Periauricular skin pits,HP:0030025,Auricular pit,0.7802336900383903,0.8719556870044525
87,HP:0034207,Abnormal fetal gastrointestinal system morphology,HP:0012718,Abnormal gastrointestinal tract morphology,0.7802336900383903,0.8716911668350464
88,HP:0012718,Abnormal gastrointestinal tract morphology,HP:0034207,Abnormal fetal gastrointestinal system morphology,0.7802336900383903,0.8716911668350464
89,HP:0034532,Increased myocardial glycogen content,HP:0009051,Increased muscle glycogen content,0.7802336900383903,0.8711228402545038
90,HP:0009051,Increased muscle glycogen content,HP:0034532,Increased myocardial glycogen content,0.7802336900383903,0.8711228402545038
91,HP:0011226,Aplasia/Hypoplasia of the eyelid,HP:0008056,Aplasia/Hypoplasia affecting the eye,0.7802336900383903,0.8708947202911462
92,HP:0008056,Aplasia/Hypoplasia affecting the eye,HP:0011226,Aplasia/Hypoplasia of the eyelid,0.7802336900383903,0.8708947202911462
93,HP:0008845,Mesomelic short stature,HP:0003027,Mesomelia,0.7802336900383903,0.8704915008000179
94,HP:0003027,Mesomelia,HP:0008845,Mesomelic short stature,0.7802336900383903,0.8704915008000179
95,HP:0031606,Retinal cotton wool spot,HP:0500028,Cotton wool plaques,0.7802336900383903,0.8701176635510411
96,HP:0500028,Cotton wool plaques,HP:0031606,Retinal cotton wool spot,0.7802336900383903,0.8701176635510411
97,HP:0000377,Abnormal pinna morphology,HP:0000383,Abnormal periauricular region morphology,0.7802336900383903,0.8700407836094729
98,HP:0000383,Abnormal periauricular region morphology,HP:0000377,Abnormal pinna morphology,0.7802336900383903,0.8700407836094729
99,HP:0004639,Elevated amniotic fluid alpha-fetoprotein,HP:0011432,Elevated maternal circulating alpha-fetoprotein concentration,0.7303410244568754,0.8696209777970136
100,HP:0011432,Elevated maternal circulating alpha-fetoprotein concentration,HP:0004639,Elevated amniotic fluid alpha-fetoprotein,0.7303410244568754,0.8696209777970136
101,HP:0012386,Absent hallux,HP:0012555,Absent nail of hallux,0.7802336900383903,0.8694193180063546
102,HP:0012555,Absent nail of hallux,HP:0012386,Absent hallux,0.7802336900383903,0.8694193180063546
103,HP:0003204,Intracellular accumulation of autofluorescent lipopigment storage material,HP:0002074,Increased neuronal autofluorescent lipopigment,0.7802336900383903,0.8692059402835489
104,HP:0002074,Increased neuronal autofluorescent lipopigment,HP:0003204,Intracellular accumulation of autofluorescent lipopigment storage material,0.7802336900383903,0.8692059402835489
105,HP:0004673,Decreased facial expression,HP:4000075,Reduced frequency of facial expressions,0.7802336900383903,0.8690241207564062
106,HP:4000075,Reduced frequency of facial expressions,HP:0004673,Decreased facial expression,0.7802336900383903,0.8690241207564062
107,HP:0001696,Situs inversus totalis,HP:0003363,Abdominal situs inversus,0.7802336900383903,0.8689788106451409
108,HP:0003363,Abdominal situs inversus,HP:0001696,Situs inversus totalis,0.7802336900383903,0.8689788106451409
109,HP:0002104,Apnea,HP:0010535,Sleep apnea,0.7802336900383903,0.8682749515399492
110,HP:0010535,Sleep apnea,HP:0002104,Apnea,0.7802336900383903,0.8682749515399492
111,HP:0030863,Nasal flaring,HP:0000454,Flared nostrils,0.7802336900383903,0.8669472827133535
112,HP:0000454,Flared nostrils,HP:0030863,Nasal flaring,0.7802336900383903,0.8669472827133535
113,HP:0011468,Facial tics,HP:0100034,Motor tics,0.7802336900383903,0.8669090791845537
114,HP:0100034,Motor tics,HP:0011468,Facial tics,0.7802336900383903,0.8669090791845537
115,HP:0011976,Elevated urinary catecholamine level,HP:0003334,Elevated circulating catecholamine level,0.7802336900383903,0.8660356205064508
116,HP:0003334,Elevated circulating catecholamine level,HP:0011976,Elevated urinary catecholamine level,0.7802336900383903,0.8660356205064508
117,HP:0000383,Abnormal periauricular region morphology,HP:0031703,Abnormal ear morphology,0.7802336900383903,0.8658485089094555
118,HP:0031703,Abnormal ear morphology,HP:0000383,Abnormal periauricular region morphology,0.7802336900383903,0.8658485089094555
119,HP:0410211,Abnormal blood gas level in cord blood,HP:0012415,Abnormal blood gas level,0.7802336900383903,0.8658127409497016
120,HP:0012415,Abnormal blood gas level,HP:0410211,Abnormal blood gas level in cord blood,0.7802336900383903,0.8658127409497016
121,HP:0045057,Decreased circulating alpha-fetoprotein concentration,HP:0010570,Low maternal circulating alpha-fetoprotein concentration,0.7303410244568754,0.863643537485088
122,HP:0010570,Low maternal circulating alpha-fetoprotein concentration,HP:0045057,Decreased circulating alpha-fetoprotein concentration,0.7303410244568754,0.863643537485088
123,HP:0033883,Abnormal cortical radial artery morphology,HP:0031640,Abnormal radial artery morphology,0.7802336900383903,0.8630851636762573
124,HP:0031640,Abnormal radial artery morphology,HP:0033883,Abnormal cortical radial artery morphology,0.7802336900383903,0.8630851636762573
125,HP:0002745,Oral leukoplakia,HP:0012859,Esophageal leukoplakia,0.7802336900383903,0.8629031996809367
126,HP:0012859,Esophageal leukoplakia,HP:0002745,Oral leukoplakia,0.7802336900383903,0.8629031996809367
127,HP:0010570,Low maternal circulating alpha-fetoprotein concentration,HP:0045056,Abnormal circulating alpha-fetoprotein concentration,0.7303410244568754,0.8625804892302673
128,HP:0045056,Abnormal circulating alpha-fetoprotein concentration,HP:0010570,Low maternal circulating alpha-fetoprotein concentration,0.7303410244568754,0.8625804892302673
129,HP:0011937,Hypoplastic fifth toenail,HP:0010343,Aplasia/Hypoplasia of the 5th toe,0.7802336900383903,0.8625363116448073
130,HP:0010343,Aplasia/Hypoplasia of the 5th toe,HP:0011937,Hypoplastic fifth toenail,0.7802336900383903,0.8625363116448073
131,HP:0031743,Inferior rectus muscle overaction,HP:3000058,Abnormality of inferior rectus extraocular muscle,0.7802336900383903,0.8618419926699663
132,HP:3000058,Abnormality of inferior rectus extraocular muscle,HP:0031743,Inferior rectus muscle overaction,0.7802336900383903,0.8618419926699663
133,HP:0002870,Obstructive sleep apnea,HP:0002104,Apnea,0.7802336900383903,0.8617013003524561
134,HP:0002104,Apnea,HP:0002870,Obstructive sleep apnea,0.7802336900383903,0.8617013003524561
135,HP:0034684,Abnormal enzyme concentration or activity,HP:0034510,Abnormal muscle tissue enzyme activity or level,0.7802336900383903,0.8614059105436499
136,HP:0034510,Abnormal muscle tissue enzyme activity or level,HP:0034684,Abnormal enzyme concentration or activity,0.7802336900383903,0.8614059105436499
137,HP:0008890,Severe short-limb dwarfism,HP:0200083,Severe limb shortening,0.7802336900383903,0.8609940970617866
138,HP:0200083,Severe limb shortening,HP:0008890,Severe short-limb dwarfism,0.7802336900383903,0.8609940970617866
139,HP:0030654,Umbilical cord cyst,HP:0030754,Allantoic cyst,0.7802336900383903,0.8607925565964722
140,HP:0030754,Allantoic cyst,HP:0030654,Umbilical cord cyst,0.7802336900383903,0.8607925565964722
141,HP:0004987,Mesomelic leg shortening,HP:0008845,Mesomelic short stature,0.7802336900383903,0.860715627123705
142,HP:0008845,Mesomelic short stature,HP:0004987,Mesomelic leg shortening,0.7802336900383903,0.860715627123705
143,HP:0034363,Corneal pterygium,HP:0001059,Pterygium,0.7802336900383903,0.860556377933144
144,HP:0001059,Pterygium,HP:0034363,Corneal pterygium,0.7802336900383903,0.860556377933144
145,HP:0100450,Curved distal phalanx of the 4th toe,HP:0008393,Congenital curved nail of fourth toe,0.7802336900383903,0.8605498125301466
146,HP:0008393,Congenital curved nail of fourth toe,HP:0100450,Curved distal phalanx of the 4th toe,0.7802336900383903,0.8605498125301466
147,HP:0002640,Hypertension associated with pheochromocytoma,HP:0002666,Pheochromocytoma,0.7802336900383903,0.8600609195820592
148,HP:0002666,Pheochromocytoma,HP:0002640,Hypertension associated with pheochromocytoma,0.7802336900383903,0.8600609195820592
149,HP:3000058,Abnormality of inferior rectus extraocular muscle,HP:0025601,Inferior rectus muscle weakness,0.7802336900383903,0.8585552635900735
150,HP:0025601,Inferior rectus muscle weakness,HP:3000058,Abnormality of inferior rectus extraocular muscle,0.7802336900383903,0.8585552635900735
151,HP:0011937,Hypoplastic fifth toenail,HP:0010383,Aplasia/Hypoplasia of the phalanges of the 5th toe,0.7802336900383903,0.8585457587467381
152,HP:0010383,Aplasia/Hypoplasia of the phalanges of the 5th toe,HP:0011937,Hypoplastic fifth toenail,0.7802336900383903,0.8585457587467381
153,HP:0012269,Abnormal muscle glycogen content,HP:0034532,Increased myocardial glycogen content,0.7802336900383903,0.8584990468026432
154,HP:0034532,Increased myocardial glycogen content,HP:0012269,Abnormal muscle glycogen content,0.7802336900383903,0.8584990468026432
155,HP:0012743,Abdominal obesity,HP:0008993,Increased intraabdominal fat,0.7802336900383903,0.8583924610176604
156,HP:0008993,Increased intraabdominal fat,HP:0012743,Abdominal obesity,0.7802336900383903,0.8583924610176604
157,HP:0008873,Disproportionate short-limb short stature,HP:0006402,Distal shortening of limbs,0.7802336900383903,0.8583256099740021
158,HP:0006402,Distal shortening of limbs,HP:0008873,Disproportionate short-limb short stature,0.7802336900383903,0.8583256099740021
159,HP:0025426,Abnormal bronchus morphology,HP:0033388,Abnormal bronchial artery morphology,0.7802336900383903,0.8578173381532601
160,HP:0033388,Abnormal bronchial artery morphology,HP:0025426,Abnormal bronchus morphology,0.7802336900383903,0.8578173381532601
161,HP:0025135,Abnormal serum estriol,HP:0008073,Low maternal circulating estriol concentration,0.7303410244568754,0.8577790303231989
162,HP:0008073,Low maternal circulating estriol concentration,HP:0025135,Abnormal serum estriol,0.7303410244568754,0.8577790303231989
163,HP:0031489,Venous malformation of the lip,HP:0012721,Venous malformation,0.7802336900383903,0.8571984702988823
164,HP:0012721,Venous malformation,HP:0031489,Venous malformation of the lip,0.7802336900383903,0.8571984702988823
165,HP:0032040,Abnormal ocular adnexa physiology,HP:0012373,Abnormal eye physiology,0.7802336900383903,0.856688879115948
166,HP:0012373,Abnormal eye physiology,HP:0032040,Abnormal ocular adnexa physiology,0.7802336900383903,0.856688879115948
167,HP:0031333,Myocardial sarcomeric disarray,HP:0020201,Abnormal sarcomere morphology,0.7802336900383903,0.8555341252268134
168,HP:0020201,Abnormal sarcomere morphology,HP:0031333,Myocardial sarcomeric disarray,0.7802336900383903,0.8555341252268134
169,HP:0030794,Abnormal circulating C-peptide concentration,HP:0034384,Elevated circulating insulin:C-peptide ratio,0.7802336900383903,0.8552903414674586
170,HP:0034384,Elevated circulating insulin:C-peptide ratio,HP:0030794,Abnormal circulating C-peptide concentration,0.7802336900383903,0.8552903414674586
171,HP:0020137,Anticardiolipin IgM antibody positivity,HP:0012536,Maternal anticardiolipin antibody positive,0.7303410244568754,0.8552223887433623
172,HP:0012536,Maternal anticardiolipin antibody positive,HP:0020137,Anticardiolipin IgM antibody positivity,0.7303410244568754,0.8552223887433623
173,HP:0100371,Aplasia/Hypoplasia of the distal phalanx of the 5th toe,HP:0011937,Hypoplastic fifth toenail,0.7802336900383903,0.8551721796648764
174,HP:0011937,Hypoplastic fifth toenail,HP:0100371,Aplasia/Hypoplasia of the distal phalanx of the 5th toe,0.7802336900383903,0.8551721796648764
175,HP:0034384,Elevated circulating insulin:C-peptide ratio,HP:0030796,Increased C-peptide level,0.7802336900383903,0.8550172338474976
176,HP:0030796,Increased C-peptide level,HP:0034384,Elevated circulating insulin:C-peptide ratio,0.7802336900383903,0.8550172338474976
177,HP:3000075,Abnormal lingual nerve morphology,HP:3000074,Abnormal lingual artery morphology,0.7802336900383903,0.854655306085564
178,HP:3000074,Abnormal lingual artery morphology,HP:3000075,Abnormal lingual nerve morphology,0.7802336900383903,0.854655306085564
179,HP:0008073,Low maternal circulating estriol concentration,HP:0025137,Decreased serum estriol,0.7303410244568754,0.8546460727736428
180,HP:0025137,Decreased serum estriol,HP:0008073,Low maternal circulating estriol concentration,0.7303410244568754,0.8546460727736428
181,HP:0006402,Distal shortening of limbs,HP:0011405,Childhood onset short-limb short stature,0.7802336900383903,0.8545913603562638
182,HP:0011405,Childhood onset short-limb short stature,HP:0006402,Distal shortening of limbs,0.7802336900383903,0.8545913603562638
183,HP:0011649,Patent ductus arteriosus after premature birth,HP:0025675,Premature closure of the ductus arteriosus,0.7802336900383903,0.8540090643852564
184,HP:0025675,Premature closure of the ductus arteriosus,HP:0011649,Patent ductus arteriosus after premature birth,0.7802336900383903,0.8540090643852564
185,HP:0012339,Increased resting energy expenditure,HP:0500019,Abnormal resting energy expenditure from metabolic cart test,0.7802336900383903,0.8533217558975504
186,HP:0500019,Abnormal resting energy expenditure from metabolic cart test,HP:0012339,Increased resting energy expenditure,0.7802336900383903,0.8533217558975504
187,HP:0003203,Impaired oxidative burst,HP:0025632,Reduced reactive oxygen species production in neutrophils,0.7802336900383903,0.8531137112820344
188,HP:0025632,Reduced reactive oxygen species production in neutrophils,HP:0003203,Impaired oxidative burst,0.7802336900383903,0.8531137112820344
189,HP:0040127,Abnormal sweat homeostasis,HP:0007550,Hypohidrosis or hyperhidrosis,0.7802336900383903,0.8525460267353955
190,HP:0007550,Hypohidrosis or hyperhidrosis,HP:0040127,Abnormal sweat homeostasis,0.7802336900383903,0.8525460267353955
191,HP:0031539,Linear IgA deposits along the epidermal basement membrane zone,HP:4000028,Anti-LABD97 antibody positivity,0.7802336900383903,0.8522658156588743
192,HP:4000028,Anti-LABD97 antibody positivity,HP:0031539,Linear IgA deposits along the epidermal basement membrane zone,0.7802336900383903,0.8522658156588743
193,HP:0000383,Abnormal periauricular region morphology,HP:3000022,Abnormal external ear cartilage morphology,0.7802336900383903,0.8519550522699254
194,HP:3000022,Abnormal external ear cartilage morphology,HP:0000383,Abnormal periauricular region morphology,0.7802336900383903,0.8519550522699254
195,HP:0000579,Nasolacrimal duct obstruction,HP:0031881,Decreased tear drainage,0.7802336900383903,0.8518595726707991
196,HP:0031881,Decreased tear drainage,HP:0000579,Nasolacrimal duct obstruction,0.7802336900383903,0.8518595726707991
197,HP:0012242,Superior rectus atrophy,HP:0031746,Superior rectus muscle restriction,0.7802336900383903,0.8510945049247126
198,HP:0031746,Superior rectus muscle restriction,HP:0012242,Superior rectus atrophy,0.7802336900383903,0.8510945049247126
199,HP:0004431,Reduced circulating complement concentration,HP:0033299,Reduced circulating complement factor H related protein 1 concentration,0.7802336900383903,0.8508273616978389
200,HP:0033299,Reduced circulating complement factor H related protein 1 concentration,HP:0004431,Reduced circulating complement concentration,0.7802336900383903,0.8508273616978389
201,HP:0004821,Hypersegmentation of neutrophil nuclei,HP:0410312,Hypersegmentation of neutrophil nuclei in CSF,0.7802336900383903,0.850521079253121
202,HP:0410312,Hypersegmentation of neutrophil nuclei in CSF,HP:0004821,Hypersegmentation of neutrophil nuclei,0.7802336900383903,0.850521079253121
203,HP:0009641,Aplasia/Hypoplasia of the distal phalanx of the thumb,HP:0012553,Hypoplastic thumbnail,0.7802336900383903,0.850287216281147
204,HP:0012553,Hypoplastic thumbnail,HP:0009641,Aplasia/Hypoplasia of the distal phalanx of the thumb,0.7802336900383903,0.850287216281147
205,HP:3000069,Abnormality of lateral rectus extra-ocular muscle,HP:0031750,Lateral rectus muscle weakness,0.7802336900383903,0.8501702118428972
206,HP:0031750,Lateral rectus muscle weakness,HP:3000069,Abnormality of lateral rectus extra-ocular muscle,0.7802336900383903,0.8501702118428972
207,HP:0010458,Female pseudohermaphroditism,HP:0031170,Female fetal virilization,0.7802336900383903,0.8495365439361354
208,HP:0031170,Female fetal virilization,HP:0010458,Female pseudohermaphroditism,0.7802336900383903,0.8495365439361354
209,HP:0000119,Abnormality of the genitourinary system,HP:0034242,Abnormal fetal genitourinary system morphology,0.7802336900383903,0.8492659175140576
210,HP:0034242,Abnormal fetal genitourinary system morphology,HP:0000119,Abnormality of the genitourinary system,0.7802336900383903,0.8492659175140576
211,HP:0100287,EMG: slow motor conduction,HP:0003431,Decreased motor nerve conduction velocity,0.7802336900383903,0.8489598467227055
212,HP:0003431,Decreased motor nerve conduction velocity,HP:0100287,EMG: slow motor conduction,0.7802336900383903,0.8489598467227055
213,HP:0011992,Abnormal neutrophil morphology,HP:0410310,Abnormality of neutrophil morphology in CSF,0.7802336900383903,0.848425654971917
214,HP:0410310,Abnormality of neutrophil morphology in CSF,HP:0011992,Abnormal neutrophil morphology,0.7802336900383903,0.848425654971917
215,HP:0031785,Abnormal eyelid movement,HP:0000496,Abnormality of eye movement,0.7802336900383903,0.8483944001501075
216,HP:0000496,Abnormality of eye movement,HP:0031785,Abnormal eyelid movement,0.7802336900383903,0.8483944001501075
217,HP:0012099,Abnormality of circulating catecholamine level,HP:0011976,Elevated urinary catecholamine level,0.7802336900383903,0.8480892146036907
218,HP:0011976,Elevated urinary catecholamine level,HP:0012099,Abnormality of circulating catecholamine level,0.7802336900383903,0.8480892146036907
219,HP:0031742,Inferior rectus muscle underaction,HP:3000058,Abnormality of inferior rectus extraocular muscle,0.7802336900383903,0.847740806218476
220,HP:3000058,Abnormality of inferior rectus extraocular muscle,HP:0031742,Inferior rectus muscle underaction,0.7802336900383903,0.847740806218476
221,HP:0200133,Lumbosacral meningocele,HP:0002475,Myelomeningocele,0.7802336900383903,0.8474483102663048
222,HP:0002475,Myelomeningocele,HP:0200133,Lumbosacral meningocele,0.7802336900383903,0.8474483102663048
223,HP:0012333,Abnormal sudomotor regulation,HP:0040127,Abnormal sweat homeostasis,0.7802336900383903,0.847291163606252
